data_year,village_id,vilLat,vilLon,town_id,county_id,province_id,village_questionnaire_missing,p1_village,p1_source,p2_village,p2_source,p3_village,p3_source,p4_village,p4_source,p5_village,p5_source,p6_village,p6_source
2023,611026106201,33.7098,109.5363,611026106,611026,61,0,2.9625,own village: representative products,4.25,own village: representative products,13.25,own village: representative products,7.5,own village: representative products,2.15,own village: representative products,4.7,own village: representative products
2023,611026106203,33.7442,109.5198,611026106,611026,61,0,3.175,own village: representative products,3.75,own village: representative products,14,own village: representative products,7.25,own village: representative products,2.15,own village: representative products,4.5,own village: representative products
2023,611026109202,33.5042,109.4268,611026109,611026,61,0,3.3125,own village: representative products,4.15,own village: representative products,11.8,own village: representative products,6.75,own village: representative products,1.59,own village: representative products,4.48,own village: representative products
2023,611026109207,33.4865,109.5058,611026109,611026,61,0,3.1125,own village: representative products,3.575,own village: representative products,11.8,own village: representative products,6.5,own village: representative products,1.59,own village: representative products,4.48,own village: representative products
2023,611026109211,33.4929,109.4625,611026109,611026,61,0,2.8625,own village: representative products,4.8,own village: representative products,11.8,own village: representative products,6.75,own village: representative products,1.59,own village: representative products,4.48,own village: representative products
2023,620522108201,34.9719,105.6422,620522108,620522,62,0,5.025,own village: representative products,3.75,own village: representative products,11.5,own village: representative products,7.3125,own village: representative products,2.68,own village: representative products,5,province direct median
2023,620522108204,34.9707,105.6137,620522108,620522,62,0,4.3325,own village: representative products,6.875,own village: representative products,9.800000000000001,own village: representative products,7.6625,own village: representative products,2.18,own village: representative products,5,province direct median
2023,620522108214,35.0517,105.6626,620522108,620522,62,0,3.44,own village: representative products,3.75,own village: representative products,10.65,own village: representative products,7.4875,same-town representative median,2.68,own village: representative products,5,province direct median
2023,620522113202,34.8708,105.7101,620522113,620522,62,0,3.02,own village: representative products,5.25,own village: representative products,10.95,own village: representative products,6.5,own village: representative products,2,own village: representative products,5,province direct median
2023,620522113204,34.8853,105.7339,620522113,620522,62,0,2.02,own village: representative products,5.25,own village: representative products,10.95,own village: representative products,8.125,own village: representative products,2,own village: representative products,5,province direct median
2023,620522113214,34.5537,105.4345,620522113,620522,62,0,3.2625,own village: representative products,5,own village: representative products,9.9,own village: representative products,7.8125,own village: representative products,2,own village: representative products,5,province direct median
2023,620522115205,34.8911,105.5078,620522115,620522,62,0,2.725,own village: representative products,5.5,own village: representative products,12,own village: representative products,6.5,own village: representative products,1.5,own village: representative products,5,province direct median
2023,620522115206,34.8892,105.5644,620522115,620522,62,0,2.5625,own village: representative products,4.75,own village: representative products,12,own village: representative products,6.25,own village: representative products,1.5,own village: representative products,5,province direct median
2023,620522115207,34.8781,105.5663,620522115,620522,62,0,2.4375,own village: representative products,5.5,own village: representative products,12,own village: representative products,6.75,own village: representative products,1.5,own village: representative products,5,province direct median
2023,620825111202,35.2413,106.0788,620825111,620825,62,0,2.25,own village: representative products,4.2,own village: representative products,13.8,own village: representative products,8.5,own village: representative products,1.35,own village: representative products,4.75,own village: representative products
2023,620825111210,35.2757,106.0631,620825111,620825,62,0,2.075,own village: representative products,2.875,own village: representative products,11.4,own village: representative products,8.5,same-town representative median,1.5,own village: representative products,4.75,own village: representative products
2023,620825111212,35.2708,106.0872,620825111,620825,62,0,2.3,own village: representative products,3.5375,same-town representative median,12.6,same-town representative median,8.5,same-town representative median,1.5,own village: representative products,4.75,own village: representative products
2023,620825113210,35.2697,,620825113,620825,62,0,2.4,own village: representative products,4.348,nearest direct village in county,14,own village: representative products,6.5,same-town representative median,3.5,own village: representative products,5.945833333333333,nearest direct village in county
2023,620825113212,35.242,106.0027,620825113,620825,62,0,2.45,own village: representative products,4.35,county direct median,14,same-town representative median,6.5,own village: representative products,3.5,same-town representative median,4.775,county direct median
2023,620825113217,35.2581,105.9619,620825113,620825,62,0,2.425,same-town representative median,4.35,county direct median,14,same-town representative median,6.5,same-town representative median,3.5,same-town representative median,4.775,county direct median
2023,620825114202,35.2015,106.1008,620825114,620825,62,0,1.955,own village: representative products,5.425,own village: representative products,11.4,own village: representative products,8,own village: representative products,2.045,own village: representative products,7.875,own village: representative products
2023,620825114204,35.1996,106.0552,620825114,620825,62,0,2.91,own village: representative products,4.89,own village: representative products,11.8,own village: representative products,9.880000000000001,own village: representative products,1.78,own village: representative products,4.8,own village: representative products
2023,620825114206,35.2031,106.0897,620825114,620825,62,0,1.955,own village: representative products,4.35,own village: representative products,9.800000000000001,own village: representative products,6.5,own village: representative products,1.59,own village: representative products,8.75,own village: representative products
2023,621022101001,,,621022101,621022,62,0,2.663333333333334,nearest direct village in county,3.185,nearest direct village in county,13.5,own village: representative products,7.5,province direct median,1.84,nearest direct village in county,5,nearest direct village in county
2023,621022101200,,,621022101,621022,62,0,2.663333333333334,nearest direct village in county,3.185,nearest direct village in county,13.5,same-town representative median,7.5,province direct median,1.84,nearest direct village in county,5,nearest direct village in county
2023,621022101201,36.359,107.487,621022101,621022,62,0,2.5,county direct median,3.185,county direct median,13.5,same-town representative median,7.5,province direct median,1.84,county direct median,5,county direct median
2023,621022106202,,,621022106,621022,62,0,2.24,own village: representative products,3.89,same-town representative median,11,same-town representative median,7.5,province direct median,1.185,same-town representative median,5,nearest direct village in county
2023,621022106203,,,621022106,621022,62,0,3.25,own village: representative products,3.89,own village: representative products,11,own village: representative products,7.5,province direct median,1.185,own village: representative products,5,nearest direct village in county
2023,621022106209,36.539,107.051,621022106,621022,62,0,2.745,same-town representative median,3.89,same-town representative median,11,same-town representative median,7.5,province direct median,1.185,same-town representative median,5,county direct median
2023,621022206200,,,621022206,621022,62,0,2.5,own village: representative products,2.48,own village: representative products,12.625,own village: representative products,7.5,province direct median,2.495,own village: representative products,5,own village: representative products
2023,621022206203,,,621022206,621022,62,0,2.5,same-town representative median,2.48,same-town representative median,12.625,same-town representative median,7.5,province direct median,2.495,same-town representative median,5,same-town representative median
2023,621022206212,36.859,107.407,621022206,621022,62,0,2.5,same-town representative median,2.48,same-town representative median,12.625,same-town representative median,7.5,province direct median,2.495,same-town representative median,5,same-town representative median
2023,621027101200,35.5667,107.2833,621027101,621027,62,0,2.35,same-town representative median,4.98,same-town representative median,11.5,own village: representative products,7.5,province direct median,1.485,same-town representative median,6.98,county direct median
2023,621027101201,35.58,107.343,621027101,621027,62,0,2.35,same-town representative median,4.98,same-town representative median,11.5,same-town representative median,7.5,province direct median,1.485,same-town representative median,6.98,county direct median
2023,621027101207,,,621027101,621027,62,0,2.35,own village: representative products,4.98,own village: representative products,11.5,same-town representative median,7.5,province direct median,1.485,own village: representative products,6.98,nearest direct village in county
2023,621027107208,35.671,107.304,621027107,621027,62,0,2.35,county direct median,4.390000000000001,county direct median,12.375,county direct median,7.5,province direct median,1.735,county direct median,6.98,county direct median
2023,621027107209,,,621027107,621027,62,0,2.35,nearest direct village in county,4.390000000000001,nearest direct village in county,12.375,nearest direct village in county,7.5,province direct median,1.735,nearest direct village in county,6.98,nearest direct village in county
2023,621027107210,,,621027107,621027,62,0,2.35,nearest direct village in county,4.390000000000001,nearest direct village in county,12.375,nearest direct village in county,7.5,province direct median,1.735,nearest direct village in county,6.98,nearest direct village in county
2023,621027209200,,,621027209,621027,62,0,2.35,nearest direct village in county,3.8,same-town representative median,13.25,same-town representative median,7.5,province direct median,1.985,same-town representative median,6.98,same-town representative median
2023,621027209201,35.726,107.036,621027209,621027,62,0,2.35,county direct median,3.8,same-town representative median,13.25,same-town representative median,7.5,province direct median,1.985,same-town representative median,6.98,same-town representative median
2023,621027209203,,,621027209,621027,62,0,2.35,nearest direct village in county,3.8,own village: representative products,13.25,own village: representative products,7.5,province direct median,1.985,own village: representative products,6.98,own village: representative products
2023,621126102201,34.4965,103.7947,621126102,621126,62,0,3.05,own village: representative products,3.2,own village: representative products,9.25,own village: representative products,8,own village: representative products,1.9,own village: representative products,4.45,own village: representative products
2023,621126102214,34.4804,103.8552,621126102,621126,62,0,3.2,own village: representative products,3.1,own village: representative products,9,own village: representative products,7.5,own village: representative products,1.9,own village: representative products,3.725,own village: representative products
2023,621126102215,34.4747,103.8299,621126102,621126,62,0,3.2,own village: representative products,3.2,own village: representative products,9,own village: representative products,8,own village: representative products,1.9,own village: representative products,4.45,own village: representative products
2023,621126106202,34.4525,103.8791,621126106,621126,62,0,3,own village: representative products,4,own village: representative products,9.75,own village: representative products,7.5,own village: representative products,1.85,own village: representative products,5.5,own village: representative products
2023,621126106203,34.4476,103.9011,621126106,621126,62,0,3.125,own village: representative products,3.5,own village: representative products,10,own village: representative products,7.5,own village: representative products,1.85,own village: representative products,4.41665,own village: representative products
2023,621126106221,34.4372,103.9159,621126106,621126,62,0,3,own village: representative products,4,own village: representative products,9.75,own village: representative products,7.625,own village: representative products,1.85,own village: representative products,5.5,own village: representative products
2023,621126108205,34.7104,103.9947,621126108,621126,62,0,3.375,own village: representative products,4.35,own village: representative products,10.15,own village: representative products,6.859999999999999,own village: representative products,1.47,own village: representative products,5.2,own village: representative products
2023,621126108206,34.6891,103.9761,621126108,621126,62,0,3.375,own village: representative products,4.35,own village: representative products,10.15,own village: representative products,6.75,own village: representative products,1.47,own village: representative products,5.2,own village: representative products
2023,621126108218,34.6313,104.0777,621126108,621126,62,0,2.9875,own village: representative products,4.35,own village: representative products,10.15,own village: representative products,6.5,own village: representative products,1.47,own village: representative products,5.2,own village: representative products
