policy,county_code,cat,year
名特优新,360728,茶,2022
名特优新,360728,畜禽,2022
名特优新,360728,畜禽,2022
名特优新,360729,水果,2022
名特优新,360730,茶,2022
名特优新,360730,畜禽,2022
名特优新,360731,茶,2022
名特优新,360732,茶,2022
名特优新,360732,蔬菜食用菌,2022
名特优新,360733,水产,2022
名特优新,360733,畜禽,2022
名特优新,360734,水果,2022
名特优新,360734,水果,2022
名特优新,360735,粮油,2022
名特优新,360735,畜禽,2022
名特优新,360735,水产,2022
名特优新,360703,粮油,2022
名特优新,360703,蔬菜食用菌,2022
名特优新,360981,畜禽,2022
名特优新,360924,畜禽,2022
名特优新,361127,水产,2022
名特优新,361128,粮油,2022
名特优新,361181,茶,2022
名特优新,360823,水果,2022
名特优新,360825,蔬菜食用菌,2022
名特优新,360828,茶,2022
名特优新,361027,水果,2022
名特优新,361027,畜禽,2022
名特优新,370113,水果,2022
名特优新,370113,中药材,2022
名特优新,370126,水果,2022
名特优新,370114,蔬菜食用菌,2022
名特优新,370116,粮油,2022
名特优新,370116,畜禽,2022
名特优新,370403,蔬菜食用菌,2022
名特优新,370685,水果,2022
名特优新,370685,茶,2022
名特优新,370687,水果,2022
名特优新,370703,蔬菜食用菌,2022
名特优新,370781,畜禽,2022
名特优新,370783,蔬菜食用菌,2022
名特优新,370783,蔬菜食用菌,2022
名特优新,370783,蔬菜食用菌,2022
名特优新,370783,蔬菜食用菌,2022
名特优新,370783,蔬菜食用菌,2022
名特优新,370783,蔬菜食用菌,2022
名特优新,370783,蔬菜食用菌,2022
名特优新,370786,畜禽,2022
名特优新,371323,蔬菜食用菌,2022
名特优新,371502,畜禽,2022
名特优新,371526,粮油,2022
名特优新,371526,粮油,2022
名特优新,371625,水果,2022
名特优新,371625,水果,2022
名特优新,371625,水果,2022
名特优新,371725,水果,2022
名特优新,371725,粮油,2022
名特优新,371725,畜禽,2022
名特优新,410122,粮油,2022
名特优新,410182,粮油,2022
名特优新,410183,水果,2022
名特优新,410184,蔬菜食用菌,2022
名特优新,410322,水果,2022
名特优新,410328,水果,2022
名特优新,410403,水果,2022
名特优新,410422,粮油,2022
名特优新,410422,畜禽,2022
名特优新,410423,水果,2022
名特优新,410481,水果,2022
名特优新,410823,畜禽,2022
名特优新,410825,粮油,2022
名特优新,410883,粮油,2022
名特优新,410883,粮油,2022
名特优新,410883,蔬菜食用菌,2022
名特优新,410926,粮油,2022
名特优新,411081,畜禽,2022
名特优新,411082,蔬菜食用菌,2022
名特优新,411221,水果,2022
名特优新,411281,水果,2022
名特优新,411381,水产,2022
名特优新,411402,水果,2022
名特优新,411403,蔬菜食用菌,2022
名特优新,411425,畜禽,2022
名特优新,411426,水果,2022
名特优新,411525,水产,2022
名特优新,411525,水产,2022
名特优新,411525,水产,2022
名特优新,411621,水果,2022
名特优新,411622,水果,2022
名特优新,411603,水果,2022
名特优新,411603,粮油,2022
名特优新,411628,蔬菜食用菌,2022
名特优新,411702,水果,2022
名特优新,411725,畜禽,2022
名特优新,411725,水果,2022
名特优新,411725,水果,2022
名特优新,411725,粮油,2022
名特优新,411728,粮油,2022
名特优新,411723,水果,2022
名特优新,411723,粮油,2022
名特优新,420921,水果,2022
名特优新,421182,蔬菜食用菌,2022
名特优新,422828,茶,2022
名特优新,422828,茶,2022
名特优新,422828,畜禽,2022
名特优新,422828,粮油,2022
名特优新,440115,水产,2022
名特优新,440115,水产,2022
名特优新,440114,水果,2022
名特优新,440114,水果,2022
名特优新,440114,蔬菜食用菌,2022
名特优新,440203,粮油,2022
名特优新,440203,畜禽,2022
名特优新,440224,水果,2022
名特优新,440229,水果,2022
名特优新,440229,水果,2022
名特优新,440229,茶,2022
名特优新,440229,畜禽,2022
名特优新,440281,水果,2022
名特优新,440607,水产,2022
名特优新,440811,水产,2022
名特优新,440811,水产,2022
名特优新,440823,水产,2022
名特优新,440825,蔬菜食用菌,2022
名特优新,440825,水产,2022
名特优新,441223,水产,2022
名特优新,441226,蔬菜食用菌,2022
名特优新,441427,水果,2022
名特优新,441581,水果,2022
名特优新,441721,粮油,2022
名特优新,445321,粮油,2022
名特优新,445322,畜禽,2022
名特优新,450108,水果,2022
名特优新,450108,畜禽,2022
名特优新,450323,蔬菜食用菌,2022
名特优新,450330,茶,2022
名特优新,450423,畜禽,2022
名特优新,451102,茶,2022
名特优新,451102,畜禽,2022
名特优新,451103,蔬菜食用菌,2022
名特优新,451221,粮油,2022
名特优新,451221,茶,2022
名特优新,451221,畜禽,2022
名特优新,451321,粮油,2022
名特优新,451322,粮油,2022
名特优新,451323,畜禽,2022
名特优新,451324,茶,2022
名特优新,451381,蔬菜食用菌,2022
名特优新,451030,加工食品,2022
名特优新,500111,水果,2022
名特优新,500114,水果,2022
名特优新,500235,水果,2022
名特优新,500237,蔬菜食用菌,2022
名特优新,500238,茶,2022
名特优新,500242,茶,2022
名特优新,500242,粮油,2022
名特优新,510131,水果,2022
名特优新,510304,畜禽,2022
名特优新,510503,茶,2022
名特优新,510522,水果,2022
名特优新,510682,水果,2022
名特优新,510682,茶,2022
名特优新,510682,茶,2022
名特优新,510722,畜禽,2022
名特优新,510904,粮油,2022
名特优新,511002,水产,2022
名特优新,511024,水果,2022
名特优新,511025,水产,2022
名特优新,511124,水果,2022
名特优新,511621,粮油,2022
名特优新,511921,水产,2022
名特优新,511822,茶,2022
名特优新,511822,茶,2022
名特优新,511822,茶,2022
名特优新,511822,茶,2022
名特优新,511823,水果,2022
名特优新,511827,蔬菜食用菌,2022
名特优新,513334,蔬菜食用菌,2022
名特优新,513337,畜禽,2022
名特优新,513430,水果,2022
名特优新,513436,畜禽,2022
名特优新,513436,畜禽,2022
名特优新,520325,水产,2022
名特优新,520325,蔬菜食用菌,2022
名特优新,522326,水果,2022
名特优新,522627,畜禽,2022
名特优新,522728,水果,2022
名特优新,522728,粮油,2022
名特优新,610114,水果,2022
名特优新,610114,畜禽,2022
名特优新,610115,畜禽,2022
名特优新,610118,水果,2022
名特优新,610203,蔬菜食用菌,2022
名特优新,610328,畜禽,2022
名特优新,610328,畜禽,2022
名特优新,610329,水果,2022
名特优新,610422,蔬菜食用菌,2022
名特优新,610422,粮油,2022
名特优新,610423,畜禽,2022
名特优新,610426,蔬菜食用菌,2022
名特优新,610426,畜禽,2022
名特优新,610428,水果,2022
名特优新,610481,加工食品,2022
名特优新,610481,蔬菜食用菌,2022
名特优新,610627,畜禽,2022
名特优新,610723,水果,2022
名特优新,610724,水果,2022
名特优新,611022,中药材,2022
名特优新,611022,蔬菜食用菌,2022
名特优新,611025,畜禽,2022
名特优新,620503,蔬菜食用菌,2022
名特优新,620881,畜禽,2022
名特优新,620822,畜禽,2022
名特优新,620823,畜禽,2022
名特优新,620825,畜禽,2022
名特优新,620802,畜禽,2022
名特优新,620826,畜禽,2022
名特优新,620821,畜禽,2022
名特优新,620822,水产,2022
名特优新,632822,畜禽,2022
名特优新,632822,畜禽,2022
名特优新,640324,水果,2022
名特优新,640324,蔬菜食用菌,2022
名特优新,640381,粮油,2022
名特优新,640521,蔬菜食用菌,2022
名特优新,640521,水果,2022
名特优新,640522,蔬菜食用菌,2022
名特优新,640422,蔬菜食用菌,2022
名特优新,650107,水产,2022
名特优新,652327,畜禽,2022
名特优新,652801,蔬菜食用菌,2022
名特优新,652927,粮油,2022
名特优新,652928,水果,2022
名特优新,654202,粮油,2022
名特优新,140822,水果,2023
名特优新,140222,粮油,2023
名特优新,150121,水果,2023
名特优新,150522,水产,2023
名特优新,150522,水产,2023
名特优新,152221,水果,2023
名特优新,150926,粮油,2023
名特优新,150927,蔬菜食用菌,2023
名特优新,150927,畜禽,2023
名特优新,150822,粮油,2023
名特优新,310115,蔬菜食用菌,2023
名特优新,310116,水果,2023
名特优新,320509,蔬菜食用菌,2023
名特优新,320509,蔬菜食用菌,2023
名特优新,320585,粮油,2023
名特优新,320105,粮油,2023
名特优新,320105,粮油,2023
名特优新,320105,粮油,2023
名特优新,320105,粮油,2023
名特优新,320105,粮油,2023
名特优新,320105,粮油,2023
名特优新,320321,畜禽,2023
名特优新,320321,蔬菜食用菌,2023
名特优新,320707,水产,2023
名特优新,320981,畜禽,2023
名特优新,340321,水果,2023
名特优新,340322,水果,2023
名特优新,341204,水果,2023
名特优新,341221,粮油,2023
名特优新,341221,畜禽,2023
名特优新,341322,蔬菜食用菌,2023
名特优新,341525,蔬菜食用菌,2023
名特优新,341525,蔬菜食用菌,2023
名特优新,350302,畜禽,2023
名特优新,350303,蔬菜食用菌,2023
名特优新,350624,茶,2023
名特优新,350982,水产,2023
名特优新,360731,水果,2023
名特优新,360731,蔬菜食用菌,2023
名特优新,360703,水果,2023
名特优新,360926,茶,2023
名特优新,360826,畜禽,2023
名特优新,370322,畜禽,2023
名特优新,370683,粮油,2023
名特优新,370685,粮油,2023
名特优新,370685,水产,2023
名特优新,370783,蔬菜食用菌,2023
名特优新,370784,蔬菜食用菌,2023
名特优新,370883,蔬菜食用菌,2023
名特优新,371325,粮油,2023
名特优新,371525,蔬菜食用菌,2023
名特优新,371625,水果,2023
名特优新,371725,水果,2023
名特优新,410223,蔬菜食用菌,2023
名特优新,410325,中药材,2023
名特优新,410325,蔬菜食用菌,2023
名特优新,410482,水果,2023
名特优新,410506,水果,2023
名特优新,410506,粮油,2023
名特优新,410783,水果,2023
名特优新,410923,水果,2023
名特优新,410923,蔬菜食用菌,2023
名特优新,411082,粮油,2023
名特优新,411082,粮油,2023
名特优新,411303,茶,2023
名特优新,411403,中药材,2023
名特优新,411424,水果,2023
名特优新,411526,水果,2023
名特优新,411621,蔬菜食用菌,2023
名特优新,411622,蔬菜食用菌,2023
名特优新,411623,粮油,2023
名特优新,411623,粮油,2023
名特优新,411624,粮油,2023
名特优新,411624,畜禽,2023
名特优新,411625,粮油,2023
名特优新,411625,粮油,2023
名特优新,411625,蔬菜食用菌,2023
名特优新,411681,粮油,2023
名特优新,411628,粮油,2023
名特优新,411628,粮油,2023
名特优新,411628,粮油,2023
名特优新,411628,中药材,2023
名特优新,411728,蔬菜食用菌,2023
名特优新,411722,水果,2023
名特优新,411722,蔬菜食用菌,2023
名特优新,440203,水果,2023
名特优新,440229,水果,2023
名特优新,440229,水果,2023
名特优新,440229,加工食品,2023
名特优新,440229,蔬菜食用菌,2023
名特优新,440229,蔬菜食用菌,2023
名特优新,440233,蔬菜食用菌,2023
名特优新,440823,水果,2023
名特优新,441481,水果,2023
名特优新,441521,水产,2023
名特优新,441704,水果,2023
名特优新,450326,蔬菜食用菌,2023
名特优新,450804,茶,2023
名特优新,450924,茶,2023
名特优新,450924,茶,2023
名特优新,451103,蔬菜食用菌,2023
名特优新,451081,水果,2023
名特优新,451030,畜禽,2023
名特优新,500120,水果,2023
名特优新,500229,水果,2023
名特优新,500154,水果,2023
名特优新,500243,加工食品,2023
名特优新,500118,水果,2023
名特优新,500119,中药材,2023
名特优新,500119,粮油,2023
名特优新,511025,水果,2023
名特优新,511113,中药材,2023
名特优新,511113,畜禽,2023
名特优新,511113,茶,2023
名特优新,511113,中药材,2023
名特优新,511124,水果,2023
名特优新,511602,水果,2023
名特优新,511722,水果,2023
名特优新,511823,水果,2023
名特优新,511823,粮油,2023
名特优新,511826,茶,2023
名特优新,513223,水果,2023
名特优新,513324,蔬菜食用菌,2023
名特优新,513324,畜禽,2023
名特优新,513329,中药材,2023
名特优新,513336,水果,2023
名特优新,513436,蔬菜食用菌,2023
名特优新,520323,茶,2023
名特优新,520323,水产,2023
名特优新,520327,畜禽,2023
名特优新,522728,茶,2023
名特优新,530129,蔬菜食用菌,2023
名特优新,530902,畜禽,2023
名特优新,610114,水果,2023
名特优新,610124,水果,2023
名特优新,610802,蔬菜食用菌,2023
名特优新,610831,加工食品,2023
名特优新,610831,水果,2023
名特优新,610831,畜禽,2023
名特优新,610902,水果,2023
名特优新,610925,水果,2023
名特优新,610926,茶,2023
名特优新,610926,畜禽,2023
名特优新,610927,茶,2023
名特优新,610929,茶,2023
名特优新,611021,畜禽,2023
名特优新,611021,畜禽,2023
名特优新,611021,畜禽,2023
名特优新,611021,畜禽,2023
名特优新,620402,水果,2023
名特优新,620403,粮油,2023
名特优新,620503,水果,2023
名特优新,620622,加工食品,2023
名特优新,621121,中药材,2023
名特优新,621122,中药材,2023
名特优新,640121,蔬菜食用菌,2023
名特优新,341322,畜禽,2023
名特优新,341522,畜禽,2023
名特优新,611023,水产,2023
名特优新,130636,水果,2023
名特优新,130636,水果,2023
名特优新,130929,水果,2023
名特优新,130929,蔬菜食用菌,2023
名特优新,131122,畜禽,2023
名特优新,140214,粮油,2023
名特优新,140224,茶,2023
名特优新,140723,粮油,2023
名特优新,140725,粮油,2023
名特优新,140728,蔬菜食用菌,2023
名特优新,140828,水果,2023
名特优新,150105,畜禽,2023
名特优新,150123,畜禽,2023
名特优新,150123,畜禽,2023
名特优新,150202,蔬菜食用菌,2023
名特优新,150221,粮油,2023
名特优新,150221,蔬菜食用菌,2023
名特优新,150221,畜禽,2023
名特优新,150221,水产,2023
名特优新,150222,畜禽,2023
名特优新,150223,粮油,2023
名特优新,150223,粮油,2023
名特优新,150303,畜禽,2023
名特优新,150304,水果,2023
名特优新,150402,水果,2023
名特优新,150421,茶,2023
名特优新,150422,畜禽,2023
名特优新,150424,粮油,2023
名特优新,150424,畜禽,2023
名特优新,150425,粮油,2023
名特优新,150425,畜禽,2023
名特优新,150425,畜禽,2023
名特优新,150426,畜禽,2023
名特优新,150428,粮油,2023
名特优新,150429,蔬菜食用菌,2023
名特优新,150521,粮油,2023
名特优新,150521,粮油,2023
名特优新,150522,畜禽,2023
名特优新,150522,畜禽,2023
名特优新,150523,粮油,2023
名特优新,150523,畜禽,2023
名特优新,150524,粮油,2023
名特优新,150526,粮油,2023
名特优新,150581,畜禽,2023
名特优新,150623,蔬菜食用菌,2023
名特优新,150623,粮油,2023
名特优新,150623,畜禽,2023
名特优新,150623,水产,2023
名特优新,150624,畜禽,2023
名特优新,150783,粮油,2023
名特优新,150783,畜禽,2023
名特优新,150721,畜禽,2023
名特优新,150722,蔬菜食用菌,2023
名特优新,150723,粮油,2023
名特优新,150725,畜禽,2023
名特优新,152202,水果,2023
名特优新,152202,蔬菜食用菌,2023
名特优新,152221,粮油,2023
名特优新,152221,水产,2023
名特优新,152221,水产,2023
名特优新,152222,蔬菜食用菌,2023
名特优新,152223,蔬菜食用菌,2023
名特优新,152224,水果,2023
名特优新,152224,粮油,2023
名特优新,152224,粮油,2023
名特优新,152502,粮油,2023
名特优新,152526,畜禽,2023
名特优新,152528,粮油,2023
名特优新,152531,蔬菜食用菌,2023
名特优新,152531,水果,2023
名特优新,152531,蔬菜食用菌,2023
名特优新,152531,水产,2023
名特优新,150922,粮油,2023
名特优新,150922,粮油,2023
名特优新,150922,粮油,2023
名特优新,150923,粮油,2023
名特优新,150923,粮油,2023
名特优新,150923,粮油,2023
名特优新,150924,粮油,2023
名特优新,150925,粮油,2023
名特优新,150927,畜禽,2023
名特优新,150802,蔬菜食用菌,2023
名特优新,150802,水产,2023
名特优新,150802,水果,2023
名特优新,150802,蔬菜食用菌,2023
名特优新,150802,畜禽,2023
名特优新,150821,畜禽,2023
名特优新,150821,畜禽,2023
名特优新,150822,畜禽,2023
名特优新,150823,水果,2023
名特优新,150823,蔬菜食用菌,2023
名特优新,150823,水产,2023
名特优新,150823,水产,2023
名特优新,150824,粮油,2023
名特优新,150824,蔬菜食用菌,2023
名特优新,150824,畜禽,2023
名特优新,150825,畜禽,2023
名特优新,150825,粮油,2023
名特优新,150825,粮油,2023
名特优新,150825,加工食品,2023
名特优新,152921,畜禽,2023
名特优新,152922,畜禽,2023
名特优新,152922,蔬菜食用菌,2023
名特优新,152923,中药材,2023
名特优新,152923,水果,2023
名特优新,152923,水果,2023
名特优新,210283,水果,2023
名特优新,211224,畜禽,2023
名特优新,220182,粮油,2023
名特优新,220183,粮油,2023
名特优新,220184,粮油,2023
名特优新,220281,蔬菜食用菌,2023
名特优新,220282,畜禽,2023
名特优新,220422,畜禽,2023
名特优新,220502,中药材,2023
名特优新,220521,水果,2023
名特优新,220521,粮油,2023
名特优新,220582,畜禽,2023
名特优新,220582,畜禽,2023
名特优新,220622,中药材,2023
名特优新,222403,中药材,2023
名特优新,222403,粮油,2023
名特优新,222405,水果,2023
名特优新,220621,中药材,2023
名特优新,231282,粮油,2023
名特优新,231283,粮油,2023
名特优新,310114,水果,2023
名特优新,310114,畜禽,2023
名特优新,310120,畜禽,2023
名特优新,320506,水果,2023
名特优新,320581,水果,2023
名特优新,320581,茶,2023
名特优新,320581,蔬菜食用菌,2023
名特优新,320583,蔬菜食用菌,2023
名特优新,320583,水产,2023
名特优新,320583,畜禽,2023
名特优新,320583,水产,2023
名特优新,320583,水产,2023
名特优新,320582,粮油,2023
名特优新,320585,蔬菜食用菌,2023
名特优新,320585,蔬菜食用菌,2023
名特优新,320585,蔬菜食用菌,2023
名特优新,320585,蔬菜食用菌,2023
名特优新,321204,蔬菜食用菌,2023
名特优新,321204,畜禽,2023
名特优新,321283,加工食品,2023
名特优新,321283,粮油,2023
名特优新,320105,蔬菜食用菌,2023
名特优新,320105,蔬菜食用菌,2023
名特优新,320105,粮油,2023
名特优新,320105,粮油,2023
名特优新,320321,水果,2023
名特优新,320321,畜禽,2023
名特优新,320321,蔬菜食用菌,2023
名特优新,320321,蔬菜食用菌,2023
名特优新,320724,蔬菜食用菌,2023
名特优新,320922,粮油,2023
名特优新,320922,蔬菜食用菌,2023
名特优新,320981,蔬菜食用菌,2023
名特优新,321302,蔬菜食用菌,2023
名特优新,340281,茶,2023
名特优新,340210,粮油,2023
名特优新,340222,畜禽,2023
名特优新,340223,茶,2023
名特优新,340321,蔬菜食用菌,2023
名特优新,340827,粮油,2023
名特优新,341202,粮油,2023
名特优新,341282,蔬菜食用菌,2023
名特优新,341302,畜禽,2023
名特优新,341321,水果,2023
名特优新,341322,蔬菜食用菌,2023
名特优新,341323,畜禽,2023
名特优新,341504,水产,2023
名特优新,341522,畜禽,2023
名特优新,341524,中药材,2023
名特优新,341524,茶,2023
名特优新,341524,茶,2023
名特优新,341525,水产,2023
名特优新,341502,畜禽,2023
名特优新,341502,畜禽,2023
名特优新,341503,茶,2023
名特优新,341503,蔬菜食用菌,2023
名特优新,341503,蔬菜食用菌,2023
名特优新,341503,畜禽,2023
名特优新,341503,水产,2023
名特优新,341702,水产,2023
名特优新,341722,粮油,2023
名特优新,350111,畜禽,2023
名特优新,350111,水产,2023
名特优新,350125,茶,2023
名特优新,350181,蔬菜食用菌,2023
名特优新,350212,畜禽,2023
名特优新,350303,畜禽,2023
名特优新,350304,蔬菜食用菌,2023
名特优新,350305,蔬菜食用菌,2023
名特优新,350305,畜禽,2023
名特优新,350421,畜禽,2023
名特优新,350426,水果,2023
名特优新,350429,粮油,2023
名特优新,350429,茶,2023
名特优新,350429,蔬菜食用菌,2023
名特优新,350430,茶,2023
名特优新,350481,蔬菜食用菌,2023
名特优新,350481,畜禽,2023
名特优新,350525,水果,2023
名特优新,350582,蔬菜食用菌,2023
名特优新,350623,水果,2023
名特优新,350623,水果,2023
名特优新,350782,畜禽,2023
名特优新,350881,蔬菜食用菌,2023
名特优新,350902,茶,2023
名特优新,360121,畜禽,2023
名特优新,360123,水果,2023
名特优新,360123,畜禽,2023
名特优新,360124,水果,2023
名特优新,360124,畜禽,2023
名特优新,360321,水果,2023
名特优新,360321,蔬菜食用菌,2023
名特优新,360321,茶,2023
名特优新,360321,茶,2023
名特优新,360321,畜禽,2023
名特优新,360321,畜禽,2023
名特优新,360321,畜禽,2023
名特优新,360323,粮油,2023
名特优新,360426,畜禽,2023
名特优新,360481,粮油,2023
名特优新,360481,水产,2023
名特优新,360603,粮油,2023
名特优新,360681,粮油,2023
名特优新,360722,粮油,2023
名特优新,360722,水果,2023
名特优新,360722,粮油,2023
名特优新,360724,水果,2023
名特优新,360783,畜禽,2023
名特优新,360783,畜禽,2023
名特优新,360733,水果,2023
名特优新,360733,粮油,2023
名特优新,361104,水果,2023
名特优新,361128,茶,2023
名特优新,361129,蔬菜食用菌,2023
名特优新,360822,水产,2023
名特优新,360827,粮油,2023
名特优新,370113,畜禽,2023
名特优新,370126,水果,2023
名特优新,370116,蔬菜食用菌,2023
名特优新,370403,蔬菜食用菌,2023
名特优新,370405,水果,2023
名特优新,370405,蔬菜食用菌,2023
名特优新,370502,水果,2023
名特优新,370502,蔬菜食用菌,2023
名特优新,370685,加工食品,2023
名特优新,370685,畜禽,2023
名特优新,370685,水产,2023
名特优新,370687,水果,2023
名特优新,370687,畜禽,2023
名特优新,370724,水果,2023
名特优新,370782,水果,2023
名特优新,370782,茶,2023
名特优新,370782,蔬菜食用菌,2023
名特优新,370782,畜禽,2023
名特优新,370784,粮油,2023
名特优新,370784,水果,2023
名特优新,370784,粮油,2023
名特优新,370827,水产,2023
名特优新,370832,水果,2023
名特优新,370832,畜禽,2023
名特优新,370883,水果,2023
名特优新,370982,水果,2023
名特优新,371083,畜禽,2023
名特优新,371502,水产,2023
名特优新,371521,水果,2023
名特优新,371521,畜禽,2023
名特优新,371525,畜禽,2023
名特优新,410122,粮油,2023
名特优新,410182,粮油,2023
名特优新,410183,水果,2023
名特优新,410184,水果,2023
名特优新,410184,蔬菜食用菌,2023
名特优新,410184,蔬菜食用菌,2023
名特优新,410324,畜禽,2023
名特优新,410325,水果,2023
名特优新,410482,水果,2023
名特优新,410506,粮油,2023
名特优新,410622,粮油,2023
名特优新,410783,水果,2023
名特优新,410783,水果,2023
名特优新,410783,畜禽,2023
名特优新,410823,蔬菜食用菌,2023
名特优新,410923,蔬菜食用菌,2023
名特优新,410926,蔬菜食用菌,2023
名特优新,410928,畜禽,2023
名特优新,411122,水果,2023
名特优新,411329,蔬菜食用菌,2023
名特优新,411381,粮油,2023
名特优新,411402,蔬菜食用菌,2023
名特优新,411403,蔬菜食用菌,2023
名特优新,411403,畜禽,2023
名特优新,411403,畜禽,2023
名特优新,411424,蔬菜食用菌,2023
名特优新,411425,水果,2023
名特优新,411523,畜禽,2023
名特优新,411625,蔬菜食用菌,2023
名特优新,411681,畜禽,2023
名特优新,411721,畜禽,2023
名特优新,430722,水产,2023
名特优新,440115,畜禽,2023
名特优新,440115,水产,2023
名特优新,440114,畜禽,2023
名特优新,440114,水产,2023
名特优新,440114,水产,2023
名特优新,440205,水产,2023
名特优新,440222,茶,2023
名特优新,440229,水果,2023
名特优新,440229,粮油,2023
名特优新,440229,茶,2023
名特优新,440282,畜禽,2023
名特优新,440282,畜禽,2023
名特优新,440514,水果,2023
名特优新,440605,畜禽,2023
名特优新,440605,水产,2023
名特优新,440606,畜禽,2023
名特优新,440607,水产,2023
名特优新,440607,水产,2023
名特优新,440881,畜禽,2023
名特优新,440882,畜禽,2023
名特优新,441223,粮油,2023
名特优新,441502,水产,2023
名特优新,441781,水产,2023
名特优新,450226,茶,2023
名特优新,451228,畜禽,2023
名特优新,451228,畜禽,2023
名特优新,451228,畜禽,2023
名特优新,451302,水果,2023
名特优新,451322,加工食品,2023
名特优新,469023,水果,2023
名特优新,500101,水产,2023
名特优新,500102,蔬菜食用菌,2023
名特优新,500151,加工食品,2023
名特优新,500120,蔬菜食用菌,2023
名特优新,500229,畜禽,2023
名特优新,500236,茶,2023
名特优新,500237,粮油,2023
名特优新,500238,蔬菜食用菌,2023
名特优新,500116,水果,2023
名特优新,510603,粮油,2023
名特优新,510682,粮油,2023
名特优新,510726,茶,2023
名特优新,510822,畜禽,2023
名特优新,511024,茶,2023
名特优新,511024,茶,2023
名特优新,511024,蔬菜食用菌,2023
名特优新,511024,畜禽,2023
名特优新,511024,畜禽,2023
名特优新,511025,粮油,2023
名特优新,511083,蔬菜食用菌,2023
名特优新,511083,水产,2023
名特优新,511002,蔬菜食用菌,2023
名特优新,511921,蔬菜食用菌,2023
名特优新,511722,茶,2023
名特优新,513324,茶,2023
名特优新,513337,畜禽,2023
名特优新,513428,畜禽,2023
名特优新,513428,畜禽,2023
名特优新,520181,水果,2023
名特优新,520111,蔬菜食用菌,2023
名特优新,520111,蔬菜食用菌,2023
名特优新,520303,中药材,2023
名特优新,520324,茶,2023
名特优新,520326,畜禽,2023
名特优新,520326,畜禽,2023
名特优新,520328,粮油,2023
名特优新,520382,粮油,2023
名特优新,522324,畜禽,2023
名特优新,522326,茶,2023
名特优新,522623,粮油,2023
名特优新,522627,粮油,2023
名特优新,522629,蔬菜食用菌,2023
名特优新,522701,粮油,2023
名特优新,522702,畜禽,2023
名特优新,522702,蔬菜食用菌,2023
名特优新,522702,畜禽,2023
名特优新,522702,畜禽,2023
名特优新,522728,粮油,2023
名特优新,522728,水果,2023
名特优新,522728,畜禽,2023
名特优新,522729,畜禽,2023
名特优新,522732,畜禽,2023
名特优新,530113,蔬菜食用菌,2023
名特优新,530127,蔬菜食用菌,2023
名特优新,530127,蔬菜食用菌,2023
名特优新,530129,畜禽,2023
名特优新,530302,水果,2023
名特优新,530323,水果,2023
名特优新,530428,水果,2023
名特优新,530721,畜禽,2023
名特优新,530827,畜禽,2023
名特优新,530829,畜禽,2023
名特优新,532328,水果,2023
名特优新,532328,蔬菜食用菌,2023
名特优新,533324,畜禽,2023
名特优新,540323,畜禽,2023
名特优新,540223,蔬菜食用菌,2023
名特优新,540223,蔬菜食用菌,2023
名特优新,540223,畜禽,2023
名特优新,540223,畜禽,2023
名特优新,610114,畜禽,2023
名特优新,610122,水果,2023
名特优新,610203,水果,2023
名特优新,610327,畜禽,2023
名特优新,610329,水果,2023
名特优新,610423,水果,2023
名特优新,610423,水产,2023
名特优新,610424,水果,2023
名特优新,610481,蔬菜食用菌,2023
名特优新,610628,水果,2023
名特优新,610631,茶,2023
名特优新,610723,粮油,2023
名特优新,610724,蔬菜食用菌,2023
名特优新,610724,蔬菜食用菌,2023
名特优新,610830,加工食品,2023
名特优新,610831,粮油,2023
名特优新,610831,蔬菜食用菌,2023
名特优新,610831,畜禽,2023
名特优新,610831,畜禽,2023
名特优新,610926,畜禽,2023
名特优新,611024,水产,2023
名特优新,611025,蔬菜食用菌,2023
名特优新,611025,水产,2023
名特优新,611026,畜禽,2023
名特优新,611026,中药材,2023
名特优新,620403,畜禽,2023
名特优新,620421,中药材,2023
名特优新,620422,粮油,2023
名特优新,620422,粮油,2023
名特优新,620981,中药材,2023
名特优新,632621,畜禽,2023
名特优新,640324,水果,2023
名特优新,640423,中药材,2023
名特优新,652829,蔬菜食用菌,2023
名特优新,652901,蔬菜食用菌,2023
名特优新,652924,畜禽,2023
名特优新,652929,畜禽,2023
名特优新,653122,蔬菜食用菌,2023
名特优新,653122,蔬菜食用菌,2023
名特优新,654004,水果,2023
名特优新,654004,水果,2023
名特优新,654021,水果,2023
名特优新,654022,粮油,2023
名特优新,654024,粮油,2023
名特优新,654025,畜禽,2023
名特优新,120116,水果,2023
名特优新,120116,茶,2023
名特优新,120115,蔬菜食用菌,2023
名特优新,120115,蔬菜食用菌,2023
名特优新,130607,水果,2023
名特优新,130627,畜禽,2023
名特优新,130636,粮油,2023
名特优新,131122,粮油,2023
名特优新,131122,水果,2023
名特优新,131124,蔬菜食用菌,2023
名特优新,131124,畜禽,2023
名特优新,140302,加工食品,2023
名特优新,140522,粮油,2023
名特优新,140522,茶,2023
名特优新,140524,粮油,2023
名特优新,140524,蔬菜食用菌,2023
名特优新,140923,中药材,2023
名特优新,140923,粮油,2023
名特优新,140722,畜禽,2023
名特优新,140723,蔬菜食用菌,2023
名特优新,140881,水果,2023
名特优新,140882,水果,2023
名特优新,140822,粮油,2023
名特优新,140824,畜禽,2023
名特优新,140826,粮油,2023
名特优新,150104,畜禽,2023
名特优新,150121,畜禽,2023
名特优新,150121,畜禽,2023
名特优新,150122,水果,2023
